DynamicHysteresisResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	VcShift [V]	Rav [Ohm]	Cls [F]	Epsls [1]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Hysteresis Frequency [Hz]	Hysteresis Amplitude [V]	Current Range []	Averages []	
1.000000e+000	1.887090e+002	-1.858090e+002	2.959000e-001	-3.013730e-001	2.190330e-001	-2.151130e-001	7.747650e-001	3.406190e-001	4.341460e-001	3.410640e+002	1.450060e+000	3.157350e+006	9.394090e-010	3.176180e+003	0.000000e+000	5.042670e+002	-4.989070e+002	5.596520e-001	-5.596520e-001	3.373550e-004	-3.434300e-004	1.000000e+002	5.000000e+002	5.000000e+000	1.000000e+000	
2.000000e+000	1.849820e+002	-1.914890e+002	2.372020e-001	-3.466340e-001	1.510190e-001	-1.011300e-001	4.880020e-001	2.358530e-001	2.521490e-001	2.783310e+002	-3.253780e+000	3.273820e+005	6.740420e-010	2.278960e+003	0.000000e+000	3.804850e+002	-4.119960e+002	3.868720e-001	-3.868720e-001	2.235410e-003	-2.352640e-003	1.000000e+003	5.000000e+002	4.000000e+000	1.000000e+000	
3.000000e+000	1.720340e+002	-1.716800e+002	3.053230e-001	-2.984790e-001	2.454170e-001	-2.368080e-001	8.390880e-001	3.568640e-001	4.822240e-001	3.402340e+002	1.766510e-001	3.125110e+007	1.036580e-009	3.504720e+003	0.000000e+000	5.020460e+002	-4.971570e+002	6.022810e-001	-6.022810e-001	3.689000e-005	-3.675320e-005	1.000000e+001	5.000000e+002	6.000000e+000	1.000000e+000	
4.000000e+000	1.701350e+002	-1.689060e+002	3.406390e-001	-3.327350e-001	2.944530e-001	-2.836550e-001	9.458410e-001	3.677330e-001	5.781070e-001	3.788670e+002	6.146670e-001	2.806040e+008	1.147450e-009	3.879580e+003	0.000000e+000	5.004330e+002	-4.958650e+002	6.621860e-001	-6.621860e-001	4.286540e-006	-4.266760e-006	1.000000e+000	5.000000e+002	7.000000e+000	1.000000e+000	

DynamicHysteresis
Program: aixPlorer Software version 3.0.63.0
TimeStamp: 02/15/2024 15:10:48
TfaModule: DHM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU624-1
TfaVersion: 4.7.0

Table 1
Timestamp: 02/15/2024 15:13:37
TableVersion: 4.7.0
Monitoring: YES
Averages: 1
Settings: PSW HV MON
Waveform: triangle
SampleName: G1_BTO_500V_100Hz
Area [mm2]: 78.5
Thickness [nm]: 2.35e+006
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Hysteresis Frequency [Hz]: 100
Hysteresis Amplitude [V]: 500
Cls [F]: 9.39409e-010
Epsls [1]: 3176.18
Vc+ [V]: 188.709
Vc- [V]: -185.809
Pr+ [uC/cm2]: 0.2959
Pr- [uC/cm2]: -0.301373
Prrel+ [uC/cm2]: 0.219033
Prrel- [uC/cm2]: -0.215113
Wloss [uJ/cm2]: 341.064
VcShift [V]: 1.45006
Vmax+ [V]: 504.267
Vmax- [V]: -498.907
Pvmax+ [uC/cm2]: 0.559652
Pvmax- [uC/cm2]: -0.559652
Ipk+ [A]: 0.000337355
Ipk- [A]: -0.00034343
Psw [uC/cm2]: 0.774765
Pnsw [uC/cm2]: 0.340619
dPsw [uC/cm2]: 0.434146
Rav [Ohm]: 3.15735e+006
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.63.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	
9.600000e-002	-7.571594e+001	8.088502e+001	1.585623e-005	-3.975739e-001	1.585623e-005	-3.970643e-001	-1.536984e-005	3.975088e-001	
9.625000e-002	-7.084289e+001	7.578846e+001	1.626098e-005	-3.924597e-001	1.626098e-005	-3.919501e-001	-1.569572e-005	3.925621e-001	
9.650000e-002	-6.585158e+001	7.089396e+001	1.651142e-005	-3.872412e-001	1.651142e-005	-3.867316e-001	-1.596477e-005	3.875206e-001	
9.675000e-002	-6.096909e+001	6.625185e+001	1.690874e-005	-3.819195e-001	1.690874e-005	-3.814099e-001	-1.630299e-005	3.823824e-001	
9.700000e-002	-5.607152e+001	6.097903e+001	1.704171e-005	-3.765134e-001	1.704171e-005	-3.760038e-001	-1.663773e-005	3.771371e-001	
9.725000e-002	-5.093281e+001	5.608146e+001	1.729568e-005	-3.710457e-001	1.729568e-005	-3.705360e-001	-1.703024e-005	3.717760e-001	
9.750000e-002	-4.605619e+001	5.081375e+001	1.751670e-005	-3.655023e-001	1.751670e-005	-3.649926e-001	-1.714179e-005	3.663346e-001	
9.775000e-002	-4.091212e+001	4.593687e+001	1.794320e-005	-3.598558e-001	1.794320e-005	-3.593462e-001	-1.811264e-005	3.607208e-001	
9.800000e-002	-3.613845e+001	4.089804e+001	1.810946e-005	-3.541149e-001	1.810946e-005	-3.536053e-001	-1.843523e-005	3.549011e-001	
9.825000e-002	-3.133464e+001	3.583111e+001	1.847727e-005	-3.482890e-001	1.847727e-005	-3.477794e-001	-1.881507e-005	3.489695e-001	
9.850000e-002	-2.638189e+001	3.077083e+001	1.878168e-005	-3.423561e-001	1.878168e-005	-3.418464e-001	-1.918968e-005	3.429178e-001	
9.875000e-002	-2.123935e+001	2.591975e+001	1.916465e-005	-3.363137e-001	1.916465e-005	-3.358040e-001	-1.974043e-005	3.367187e-001	
9.900000e-002	-1.664654e+001	2.066634e+001	1.958000e-005	-3.301441e-001	1.958000e-005	-3.296345e-001	-2.011021e-005	3.303731e-001	
9.925000e-002	-1.190966e+001	1.555675e+001	2.011014e-005	-3.238240e-001	2.011014e-005	-3.233144e-001	-2.050888e-005	3.239051e-001	
9.950000e-002	-6.556111e+000	1.067605e+001	2.090836e-005	-3.172924e-001	2.090836e-005	-3.167828e-001	-2.068210e-005	3.173460e-001	
9.975000e-002	-1.464402e+000	5.127588e+000	2.119771e-005	-3.105876e-001	2.119771e-005	-3.100780e-001	-2.130005e-005	3.106609e-001	
1.000000e-001	2.152315e+000	1.539481e+000	1.649275e-005	-3.045860e-001	1.649275e-005	-3.040763e-001	-1.615450e-005	3.046968e-001	

Table 4
Timestamp: 02/15/2024 15:16:47
TableVersion: 4.7.0
Monitoring: YES
Averages: 1
Settings: PSW HV MON
Waveform: triangle
SampleName: G1_BTO_500V_1Hz
Area [mm2]: 78.5
Thickness [nm]: 2.35e+006
Number Of Ceramic Layers: 1
Current Range: 7 (10uA)
Hysteresis Frequency [Hz]: 1
Hysteresis Amplitude [V]: 500
Cls [F]: 1.14745e-009
Epsls [1]: 3879.58
Vc+ [V]: 170.135
Vc- [V]: -168.906
Pr+ [uC/cm2]: 0.340639
Pr- [uC/cm2]: -0.332735
Prrel+ [uC/cm2]: 0.294453
Prrel- [uC/cm2]: -0.283655
Wloss [uJ/cm2]: 378.867
VcShift [V]: 0.614667
Vmax+ [V]: 500.433
Vmax- [V]: -495.865
Pvmax+ [uC/cm2]: 0.662186
Pvmax- [uC/cm2]: -0.662186
Ipk+ [A]: 4.28654e-006
Ipk- [A]: -4.26676e-006
Psw [uC/cm2]: 0.945841
Pnsw [uC/cm2]: 0.367733
dPsw [uC/cm2]: 0.578107
Rav [Ohm]: 2.80604e+008
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.63.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	
0.000000e+000	4.341007e+000	-2.252186e-001	2.402813e-006	-3.327352e-001	3.786679e-007	-2.836545e-001	-4.767611e-007	2.944527e-001	
2.500000e-003	9.216749e+000	-5.439343e+000	2.427899e-006	-3.250429e-001	6.139137e-007	-2.820740e-001	-6.356836e-007	2.926813e-001	
5.000000e-003	1.472227e+001	-9.963031e+000	2.736063e-006	-3.168201e-001	8.541642e-007	-2.797363e-001	-6.946755e-007	2.905628e-001	
7.500000e-003	1.940974e+001	-1.516056e+001	2.535459e-006	-3.084259e-001	9.447668e-007	-2.768717e-001	-1.041414e-006	2.877984e-001	
1.000000e-002	2.447989e+001	-2.009237e+001	2.645844e-006	-3.001754e-001	1.270148e-006	-2.733448e-001	-1.190222e-006	2.842448e-001	
1.250000e-002	2.981200e+001	-2.482855e+001	2.709612e-006	-2.916476e-001	1.423716e-006	-2.690552e-001	-1.422250e-006	2.800848e-001	
1.500000e-002	3.434053e+001	-3.031206e+001	2.474298e-006	-2.833930e-001	1.500263e-006	-2.643992e-001	-1.837358e-006	2.748944e-001	
1.750000e-002	3.950173e+001	-3.513081e+001	2.739040e-006	-2.750915e-001	1.881357e-006	-2.590144e-001	-1.855681e-006	2.690137e-001	
2.000000e-002	4.432362e+001	-4.030280e+001	2.709264e-006	-2.664159e-001	2.000841e-006	-2.528326e-001	-2.124140e-006	2.626764e-001	
2.250000e-002	4.909405e+001	-4.537396e+001	2.700689e-006	-2.578013e-001	2.164417e-006	-2.462000e-001	-2.284882e-006	2.556557e-001	
2.500000e-002	5.478323e+001	-4.998295e+001	3.043130e-006	-2.486551e-001	2.523218e-006	-2.387356e-001	-2.200015e-006	2.485141e-001	
2.750000e-002	5.954580e+001	-5.523305e+001	2.846699e-006	-2.392764e-001	2.449093e-006	-2.308179e-001	-2.536576e-006	2.409718e-001	
3.000000e-002	6.455004e+001	-6.028065e+001	2.962665e-006	-2.300258e-001	2.645454e-006	-2.227056e-001	-2.569559e-006	2.328410e-001	
3.250000e-002	6.977126e+001	-6.497324e+001	3.042007e-006	-2.204642e-001	2.694206e-006	-2.142030e-001	-2.637019e-006	2.245503e-001	
3.500000e-002	7.430795e+001	-7.039663e+001	2.818980e-006	-2.111314e-001	2.590253e-006	-2.057882e-001	-3.013585e-006	2.155525e-001	
3.750000e-002	7.944989e+001	-7.519110e+001	3.083732e-006	-2.017322e-001	2.878487e-006	-1.970800e-001	-2.858273e-006	2.062024e-001	
4.000000e-002	8.437634e+001	-8.035421e+001	3.063944e-006	-1.919429e-001	2.870429e-006	-1.879257e-001	-2.984718e-006	1.968983e-001	
4.250000e-002	8.927036e+001	-8.550657e+001	3.078516e-006	-1.821619e-001	2.970818e-006	-1.786244e-001	-3.110951e-006	1.871918e-001	
4.500000e-002	9.482722e+001	-9.012540e+001	3.446237e-006	-1.717722e-001	3.276405e-006	-1.686766e-001	-2.881935e-006	1.776490e-001	
4.750000e-002	9.953155e+001	-9.516427e+001	3.212193e-006	-1.611696e-001	3.123798e-006	-1.584852e-001	-3.172211e-006	1.680086e-001	
5.000000e-002	1.046449e+002	-1.002817e+002	3.349000e-006	-1.507219e-001	3.258215e-006	-1.483227e-001	-3.179518e-006	1.578944e-001	
5.250000e-002	1.099280e+002	-1.051075e+002	3.442366e-006	-1.399076e-001	3.301944e-006	-1.378766e-001	-3.188872e-006	1.477537e-001	
5.500000e-002	1.142822e+002	-1.103877e+002	3.190645e-006	-1.293455e-001	3.121644e-006	-1.276480e-001	-3.536614e-006	1.370443e-001	
5.750000e-002	1.195614e+002	-1.153333e+002	3.476717e-006	-1.187286e-001	3.380174e-006	-1.172947e-001	-3.374427e-006	1.260395e-001	
6.000000e-002	1.243454e+002	-1.203634e+002	3.403745e-006	-1.077725e-001	3.384490e-006	-1.065230e-001	-3.488332e-006	1.151115e-001	
6.250000e-002	1.293119e+002	-1.255979e+002	3.450604e-006	-9.685792e-002	3.465852e-006	-9.561480e-002	-3.556692e-006	1.038933e-001	
6.500000e-002	1.348419e+002	-1.302326e+002	3.818483e-006	-8.528294e-002	3.752071e-006	-8.412129e-002	-3.356478e-006	9.288508e-002	
6.750000e-002	1.396021e+002	-1.351983e+002	3.629012e-006	-7.342387e-002	3.598726e-006	-7.241620e-002	-3.603032e-006	8.180306e-002	
7.000000e-002	1.445615e+002	-1.403062e+002	3.725423e-006	-6.171298e-002	3.669301e-006	-6.084291e-002	-3.617369e-006	7.030560e-002	
7.250000e-002	1.497940e+002	-1.450421e+002	3.829025e-006	-4.968361e-002	3.749402e-006	-4.902969e-002	-3.622261e-006	5.877753e-002	
7.500000e-002	1.544364e+002	-1.504913e+002	3.565400e-006	-3.790904e-002	3.567852e-006	-3.737801e-002	-3.988254e-006	4.665888e-002	
7.750000e-002	1.596354e+002	-1.552755e+002	3.828232e-006	-2.613574e-002	3.814743e-006	-2.562228e-002	-3.802726e-006	3.425286e-002	
8.000000e-002	1.646265e+002	-1.604189e+002	3.809388e-006	-1.397393e-002	3.801924e-006	-1.349383e-002	-3.899793e-006	2.198770e-002	
8.250000e-002	1.693654e+002	-1.656080e+002	3.815123e-006	-1.832988e-003	3.831784e-006	-1.338246e-003	-3.984536e-006	9.433037e-003	
8.500000e-002	1.748928e+002	-1.700685e+002	4.147430e-006	1.084624e-002	4.118611e-006	1.132162e-002	-3.735826e-006	-2.860533e-003	
8.750000e-002	1.795902e+002	-1.753529e+002	3.959033e-006	2.375462e-002	3.953024e-006	2.417454e-002	-4.006799e-006	-1.518955e-002	
9.000000e-002	1.847449e+002	-1.803490e+002	4.049291e-006	3.650673e-002	4.036308e-006	3.689641e-002	-3.987397e-006	-2.791916e-002	
9.250000e-002	1.899112e+002	-1.851455e+002	4.131525e-006	4.953351e-002	4.066596e-006	4.979912e-002	-3.956782e-006	-4.056913e-002	
9.500000e-002	1.943779e+002	-1.904594e+002	3.843229e-006	6.223216e-002	3.834018e-006	6.237971e-002	-4.281079e-006	-5.368675e-002	
9.750000e-002	1.996929e+002	-1.952680e+002	4.084345e-006	7.485568e-002	4.064143e-006	7.495640e-002	-4.083815e-006	-6.700664e-002	
1.000000e-001	2.047485e+002	-2.004609e+002	4.027144e-006	8.777207e-002	4.016936e-006	8.782436e-002	-4.167435e-006	-8.014557e-002	
1.025000e-001	2.093200e+002	-2.057000e+002	3.971798e-006	1.005092e-001	4.038841e-006	1.006520e-001	-4.207761e-006	-9.348187e-002	
1.050000e-001	2.148626e+002	-2.102265e+002	4.286543e-006	1.136595e-001	4.290780e-006	1.139158e-001	-3.918058e-006	-1.064211e-001	
1.075000e-001	2.196841e+002	-2.153044e+002	4.053510e-006	1.269398e-001	4.076866e-006	1.272400e-001	-4.134718e-006	-1.192440e-001	
1.100000e-001	2.247508e+002	-2.202543e+002	4.093653e-006	1.399130e-001	4.088490e-006	1.402422e-001	-4.070944e-006	-1.323103e-001	
1.125000e-001	2.299470e+002	-2.251062e+002	4.133891e-006	1.530142e-001	4.095122e-006	1.532734e-001	-4.016278e-006	-1.451880e-001	
1.150000e-001	2.345004e+002	-2.305596e+002	3.802889e-006	1.656524e-001	3.828657e-006	1.658909e-001	-4.273979e-006	-1.583891e-001	
1.175000e-001	2.397715e+002	-2.353402e+002	3.991658e-006	1.780641e-001	3.979772e-006	1.783247e-001	-4.021591e-006	-1.715986e-001	
1.200000e-001	2.446391e+002	-2.404233e+002	3.890817e-006	1.906158e-001	3.900886e-006	1.908735e-001	-4.050534e-006	-1.844523e-001	
1.225000e-001	2.494880e+002	-2.455810e+002	3.813308e-006	2.028835e-001	3.858927e-006	2.032299e-001	-4.050254e-006	-1.973516e-001	
1.250000e-001	2.549357e+002	-2.501626e+002	4.038356e-006	2.153861e-001	4.054245e-006	2.158305e-001	-3.709159e-006	-2.097074e-001	
1.275000e-001	2.596861e+002	-2.553803e+002	3.802818e-006	2.278721e-001	3.911699e-006	2.285151e-001	-3.900748e-006	-2.218251e-001	
1.300000e-001	2.648427e+002	-2.604414e+002	3.814917e-006	2.400022e-001	3.816002e-006	2.408204e-001	-3.784258e-006	-2.340624e-001	
1.325000e-001	2.700116e+002	-2.651243e+002	3.789547e-006	2.521112e-001	3.755914e-006	2.528776e-001	-3.687624e-006	-2.459603e-001	
1.350000e-001	2.745382e+002	-2.705179e+002	3.489642e-006	2.637023e-001	3.519675e-006	2.644629e-001	-3.918845e-006	-2.580725e-001	
1.375000e-001	2.797935e+002	-2.753836e+002	3.642927e-006	2.750599e-001	3.613590e-006	2.758216e-001	-3.649395e-006	-2.701238e-001	
1.400000e-001	2.846914e+002	-2.805164e+002	3.505717e-006	2.864431e-001	3.511644e-006	2.871675e-001	-3.655137e-006	-2.817552e-001	
1.425000e-001	2.894423e+002	-2.857569e+002	3.429584e-006	2.974866e-001	3.475301e-006	2.982932e-001	-3.648729e-006	-2.933856e-001	
1.450000e-001	2.950982e+002	-2.902895e+002	3.622157e-006	3.087155e-001	3.631828e-006	3.096103e-001	-3.339972e-006	-3.045141e-001	
1.475000e-001	2.997884e+002	-2.954382e+002	3.358108e-006	3.198305e-001	3.381400e-006	3.207779e-001	-3.460291e-006	-3.153425e-001	
1.500000e-001	3.049053e+002	-3.004431e+002	3.389013e-006	3.305744e-001	3.381311e-006	3.315465e-001	-3.355287e-006	-3.261954e-001	
1.525000e-001	3.100549e+002	-3.051454e+002	3.368572e-006	3.413348e-001	3.331057e-006	3.422350e-001	-3.278650e-006	-3.367590e-001	
1.550000e-001	3.145443e+002	-3.106324e+002	3.074685e-006	3.515948e-001	3.080139e-006	3.524439e-001	-3.458153e-006	-3.474863e-001	
1.575000e-001	3.198223e+002	-3.154263e+002	3.222644e-006	3.616224e-001	3.201596e-006	3.624467e-001	-3.214793e-006	-3.581121e-001	
1.600000e-001	3.247959e+002	-3.204202e+002	3.105900e-006	3.716997e-001	3.096616e-006	3.724757e-001	-3.250884e-006	-3.684077e-001	
1.625000e-001	3.294192e+002	-3.256742e+002	3.031251e-006	3.814722e-001	3.053071e-006	3.822682e-001	-3.196723e-006	-3.786746e-001	
1.650000e-001	3.349493e+002	-3.302546e+002	3.213824e-006	3.914166e-001	3.181886e-006	3.921965e-001	-2.960935e-006	-3.884798e-001	
1.675000e-001	3.396722e+002	-3.353732e+002	2.978059e-006	4.012763e-001	2.983496e-006	4.020140e-001	-3.092102e-006	-3.981184e-001	
1.700000e-001	3.448228e+002	-3.404047e+002	3.012125e-006	4.108148e-001	2.973886e-006	4.115002e-001	-2.972970e-006	-4.077762e-001	
1.725000e-001	3.500857e+002	-3.451578e+002	2.969050e-006	4.203390e-001	2.939038e-006	4.209157e-001	-2.929158e-006	-4.171744e-001	
1.750000e-001	3.546212e+002	-3.506161e+002	2.746562e-006	4.294403e-001	2.752743e-006	4.299791e-001	-3.082960e-006	-4.267479e-001	
1.775000e-001	3.598303e+002	-3.554670e+002	2.873815e-006	4.383899e-001	2.861856e-006	4.389195e-001	-2.872588e-006	-4.362312e-001	
1.800000e-001	3.646956e+002	-3.605711e+002	2.762648e-006	4.473652e-001	2.750053e-006	4.478557e-001	-2.881140e-006	-4.453932e-001	
1.825000e-001	3.695162e+002	-3.656537e+002	2.725411e-006	4.561041e-001	2.727599e-006	4.565780e-001	-2.853977e-006	-4.545256e-001	
1.850000e-001	3.751167e+002	-3.703385e+002	2.878630e-006	4.650278e-001	2.864443e-006	4.654826e-001	-2.608670e-006	-4.632241e-001	
1.875000e-001	3.797953e+002	-3.754602e+002	2.664942e-006	4.738551e-001	2.679906e-006	4.743112e-001	-2.771776e-006	-4.717917e-001	
1.900000e-001	3.848156e+002	-3.804618e+002	2.722058e-006	4.824331e-001	2.695534e-006	4.828708e-001	-2.669927e-006	-4.804568e-001	
1.925000e-001	3.900778e+002	-3.852071e+002	2.686879e-006	4.910461e-001	2.665352e-006	4.914072e-001	-2.612309e-006	-4.888680e-001	
1.950000e-001	3.945496e+002	-3.906499e+002	2.475067e-006	4.992657e-001	2.469781e-006	4.995842e-001	-2.761101e-006	-4.974244e-001	
1.975000e-001	3.997198e+002	-3.955205e+002	2.624923e-006	5.073867e-001	2.596208e-006	5.076510e-001	-2.593376e-006	-5.059506e-001	
2.000000e-001	4.047591e+002	-4.005537e+002	2.503353e-006	5.155528e-001	2.483719e-006	5.157401e-001	-2.604362e-006	-5.142273e-001	
2.025000e-001	4.095442e+002	-4.056675e+002	2.474289e-006	5.234790e-001	2.482731e-006	5.236485e-001	-2.579263e-006	-5.224814e-001	
2.050000e-001	4.150007e+002	-4.103685e+002	2.633727e-006	5.316128e-001	2.614134e-006	5.317645e-001	-2.400573e-006	-5.304111e-001	
2.075000e-001	4.198628e+002	-4.154367e+002	2.460404e-006	5.397244e-001	2.433892e-006	5.398027e-001	-2.524411e-006	-5.382535e-001	
2.100000e-001	4.248994e+002	-4.203729e+002	2.460686e-006	5.475606e-001	2.472805e-006	5.476159e-001	-2.450925e-006	-5.461760e-001	
2.125000e-001	4.301149e+002	-4.252676e+002	2.453476e-006	5.553857e-001	2.434590e-006	5.554303e-001	-2.395319e-006	-5.538929e-001	
2.150000e-001	4.345704e+002	-4.306193e+002	2.293972e-006	5.629453e-001	2.283680e-006	5.629434e-001	-2.536874e-006	-5.617467e-001	
2.175000e-001	4.397738e+002	-4.355822e+002	2.378822e-006	5.703860e-001	2.399363e-006	5.704005e-001	-2.380941e-006	-5.695776e-001	
2.200000e-001	4.447215e+002	-4.405418e+002	2.305419e-006	5.778450e-001	2.305623e-006	5.778925e-001	-2.398863e-006	-5.771888e-001	
2.225000e-001	4.495201e+002	-4.457648e+002	2.300245e-006	5.851789e-001	2.327906e-006	5.852708e-001	-2.401010e-006	-5.848319e-001	
2.250000e-001	4.551594e+002	-4.504286e+002	2.447932e-006	5.927397e-001	2.421769e-006	5.928339e-001	-2.214513e-006	-5.921815e-001	
2.275000e-001	4.598435e+002	-4.555050e+002	2.263550e-006	6.002420e-001	2.262154e-006	6.002924e-001	-2.336390e-006	-5.994281e-001	
2.300000e-001	4.649646e+002	-4.604487e+002	2.313555e-006	6.075304e-001	2.303634e-006	6.075628e-001	-2.290316e-006	-6.067955e-001	
2.325000e-001	4.701603e+002	-4.652962e+002	2.308407e-006	6.148902e-001	2.262912e-006	6.148343e-001	-2.275492e-006	-6.140659e-001	
2.350000e-001	4.746625e+002	-4.707278e+002	2.128506e-006	6.219554e-001	2.136982e-006	6.218405e-001	-2.379667e-006	-6.214786e-001	
2.375000e-001	4.799512e+002	-4.756234e+002	2.269256e-006	6.289582e-001	2.256917e-006	6.288372e-001	-2.231467e-006	-6.288211e-001	
2.400000e-001	4.847607e+002	-4.806068e+002	2.198193e-006	6.360720e-001	2.201508e-006	6.359366e-001	-2.265231e-006	-6.359815e-001	
2.425000e-001	4.896131e+002	-4.858372e+002	2.171151e-006	6.430295e-001	2.205723e-006	6.429545e-001	-2.237215e-006	-6.431510e-001	
2.450000e-001	4.951265e+002	-4.904102e+002	2.288160e-006	6.501303e-001	2.286375e-006	6.501075e-001	-2.112908e-006	-6.500779e-001	
2.475000e-001	4.998406e+002	-4.954046e+002	2.136655e-006	6.571762e-001	2.150446e-006	6.571725e-001	-2.255521e-006	-6.570340e-001	
2.500000e-001	5.004335e+002	-4.958163e+002	1.009566e-006	6.621861e-001	9.980971e-007	6.621861e-001	-9.799966e-007	-6.621861e-001	
2.525000e-001	4.955463e+002	-4.905673e+002	4.688432e-007	6.645403e-001	4.368059e-007	6.644710e-001	-4.377929e-007	-6.644437e-001	
2.550000e-001	4.900746e+002	-4.859718e+002	1.710959e-007	6.655593e-001	1.873544e-007	6.654649e-001	-3.133422e-007	-6.656398e-001	
2.575000e-001	4.852351e+002	-4.809525e+002	1.535869e-007	6.660763e-001	1.260728e-007	6.659640e-001	-1.091553e-007	-6.663126e-001	
2.600000e-001	4.801253e+002	-4.759512e+002	-3.919146e-009	6.663146e-001	-1.268282e-008	6.661445e-001	-1.412761e-008	-6.665089e-001	
2.625000e-001	4.749395e+002	-4.710282e+002	-4.820421e-008	6.662316e-001	-3.983665e-008	6.660609e-001	3.561834e-008	-6.664747e-001	
2.650000e-001	4.704311e+002	-4.657176e+002	-3.098431e-008	6.661055e-001	-6.400798e-008	6.658955e-001	1.569991e-007	-6.661680e-001	
2.675000e-001	4.651325e+002	-4.608069e+002	-1.782636e-007	6.657723e-001	-1.776319e-007	6.655108e-001	1.327582e-007	-6.657066e-001	
2.700000e-001	4.602305e+002	-4.557811e+002	-1.697039e-007	6.652182e-001	-1.848138e-007	6.649336e-001	2.084527e-007	-6.651632e-001	
2.725000e-001	4.554429e+002	-4.505886e+002	-2.050210e-007	6.646215e-001	-2.355408e-007	6.642643e-001	2.356575e-007	-6.644560e-001	
2.750000e-001	4.499532e+002	-4.459705e+002	-3.163319e-007	6.637914e-001	-3.054916e-007	6.634027e-001	1.819315e-007	-6.637911e-001	
2.775000e-001	4.451630e+002	-4.408009e+002	-2.437484e-007	6.628995e-001	-2.895445e-007	6.624552e-001	3.060947e-007	-6.630140e-001	
2.800000e-001	4.399596e+002	-4.358462e+002	-3.249201e-007	6.619940e-001	-3.257745e-007	6.614754e-001	2.934505e-007	-6.620593e-001	
2.825000e-001	4.348654e+002	-4.310917e+002	-3.376474e-007	6.609389e-001	-3.250533e-007	6.604391e-001	3.007816e-007	-6.611131e-001	
2.850000e-001	4.304252e+002	-4.257476e+002	-2.878913e-007	6.599429e-001	-3.174268e-007	6.594160e-001	4.319789e-007	-6.599462e-001	
2.875000e-001	4.251409e+002	-4.207775e+002	-4.086061e-007	6.588338e-001	-3.862458e-007	6.582955e-001	3.507627e-007	-6.586998e-001	
2.900000e-001	4.202552e+002	-4.157553e+002	-3.780665e-007	6.575811e-001	-3.828170e-007	6.570709e-001	3.892886e-007	-6.575214e-001	
2.925000e-001	4.154077e+002	-4.105280e+002	-4.032110e-007	6.563371e-001	-4.328368e-007	6.557721e-001	4.432777e-007	-6.561957e-001	
2.950000e-001	4.099595e+002	-4.058991e+002	-5.074148e-007	6.548870e-001	-4.903723e-007	6.543020e-001	3.593071e-007	-6.549177e-001	
2.975000e-001	4.050306e+002	-4.008201e+002	-4.129221e-007	6.534215e-001	-4.234321e-007	6.528469e-001	4.763241e-007	-6.535871e-001	
3.000000e-001	4.000338e+002	-3.958030e+002	-4.795190e-007	6.520004e-001	-4.873897e-007	6.513966e-001	4.642198e-007	-6.520894e-001	
3.025000e-001	3.947948e+002	-3.910761e+002	-4.977784e-007	6.504442e-001	-4.887094e-007	6.498423e-001	4.636273e-007	-6.506119e-001	
3.050000e-001	3.903615e+002	-3.856475e+002	-4.165674e-007	6.489883e-001	-4.527720e-007	6.483431e-001	5.768584e-007	-6.489551e-001	
3.075000e-001	3.851602e+002	-3.807773e+002	-5.473174e-007	6.474534e-001	-5.347306e-007	6.467706e-001	4.992894e-007	-6.472415e-001	
3.100000e-001	3.801970e+002	-3.758435e+002	-5.128414e-007	6.457653e-001	-5.325696e-007	6.450711e-001	5.404871e-007	-6.455858e-001	
3.125000e-001	3.753559e+002	-3.705427e+002	-5.179097e-007	6.441239e-001	-5.453649e-007	6.433546e-001	5.785240e-007	-6.438039e-001	
3.150000e-001	3.699039e+002	-3.658681e+002	-6.489572e-007	6.422659e-001	-6.362288e-007	6.414731e-001	4.876401e-007	-6.421062e-001	
3.175000e-001	3.651790e+002	-3.607370e+002	-5.463925e-007	6.403624e-001	-5.634198e-007	6.395629e-001	6.170160e-007	-6.403472e-001	
3.200000e-001	3.599811e+002	-3.557210e+002	-6.034532e-007	6.385315e-001	-6.054059e-007	6.377017e-001	5.828820e-007	-6.384365e-001	
